Ticker
NYSE:CHPT
NYSE:FMC
NASDAQ:CDLX
NYSE:TDOC
NASDAQ:SDC
NYSE:FTCH
NYSE:STEM
NASDAQ:WKHS
NASDAQ:OCGN
NYSE:SPOT
NYSE:TWLO
NYSE:MCD
NYSE:SE
NYSE:XOM
NASDAQ:FSLR
NASDAQ:PANW
NYSE:MMM
NASDAQ:INO
NYSE:MANU
NASDAQ:ETSY
NYSE:QS
NYSE:EBS
NASDAQ:QQQ
NYSE:CRM
NASDAQ:BNGO
NASDAQ:TLT
NASDAQ:ABNB
NASDAQ:ZM
NASDAQ:BTBT
NYSE:PBR
NASDAQ:HIVE
NASDAQ:PSNY
NASDAQ:GDRX
NYSE:ORCL
NASDAQ:LAZR
NASDAQ:SBUX
NYSE:GM
AMEX:SPY
NYSE:JMIA
NASDAQ:SMCI
NYSE:CVX
NASDAQ:BNTX
NASDAQ:NNOX
NYSE:NVTA
AMEX:AIEQ
NASDAQ:MVST
NASDAQ:DWAC
NASDAQ:SPWR
NYSE:BHG
NASDAQ:ADPT
AMEX:TZA
NYSE:BP
NASDAQ:CRON
NYSE:DNA
AMEX:SPXS
NASDAQ:MELI
NYSE:WOLF
NASDAQ:PEP
NYSE:NET
NASDAQ:LI
NASDAQ:IQ
NASDAQ:BILI
AMEX:ARKK
NASDAQ:CROX
NYSE:DOCN
NASDAQ:CENX
NASDAQ:APA
NYSE:VZ
NYSE:BRKB.A
NYSE:JNJ
AMEX:KWEB
AMEX:SPYG
NYSE:WMT
NASDAQ:WBA
AMEX:TNA
NYSE:V
NYSE:BIG
NYSE:MS
NASDAQ:WTW
NASDAQ:BLNK
NASDAQ:GEVO
NASDAQ:TSP
NYSE:ABBV
NASDAQ:AVGO
NASDAQ:BLDP
AMEX:TECL
NASDAQ:TRIP
AMEX:VOO
NASDAQ:DDOG
AMEX:UPRO
NYSE:AR
NYSE:BBAI
NASDAQ:VNET
NYSE:SLB
NYSE:AXP
NASDAQ:AUR
NYSE:BLK
NASDAQ:CLOV
AMEX:SPXL
NASDAQ:TWOU
NYSE:KBH
AMEX:TTT
AMEX:SCO
NASDAQ:IBRX
NYSE:RNG
NYSE:LMND
AMEX:FNGD
AMEX:BNKD
NASDAQ:FTNT
AMEX:URA
NASDAQ:CCCC
NYSE:S
NYSE:BBD
NASDAQ:BITF
NYSE:CAT
NYSE:CVS
NASDAQ:OSTK
NASDAQ:WISH
AMEX:SDS
NYSE:EVTL
AMEX:ARKG
NASDAQ:DAKT
NASDAQ:DUOL
NYSE:PAGS
NYSE:OCFT
NASDAQ:CSCO
AMEX:JDST
NYSE:FL
NASDAQ:BIDU
NYSE:IBM
NYSE:ASAN
NASDAQ:MRVL
NASDAQ:STNE
NYSE:CHGG
NASDAQ:APPS
NYSE:EPAM
NASDAQ:DOCU
NASDAQ:BKNG
AMEX:XLP
AMEX:MJ
AMEX:TELL
NASDAQ:ASTS
NASDAQ:SDGR
NASDAQ:ARRY
NASDAQ:BLUE
NYSE:COP
NYSE:KODK
AMEX:NRGD
NYSE:PINS
NASDAQ:EVGO
NYSE:FHN
AMEX:BITO
NASDAQ:TWST
NASDAQ:AEHR
NASDAQ:ALT
NYSE:HP
NASDAQ:HPK
NASDAQ:MTTR
NASDAQ:ZS
NASDAQ:ICPT
NYSE:TGT
NASDAQ:TTD
NYSE:DPZ
NYSE:SQM
NYSE:C
AMEX:UCO
NYSE:WFC
NYSE:ALB
NASDAQ:EBAY
NYSE:ATUS
NYSE:CHWY
AMEX:DNN
NYSE:FVRR
NASDAQ:KOD
NYSE:NCLH
NYSE:SONY
NASDAQ:SABR
NASDAQ:SFIX
NYSE:BX
NYSE:LU
NASDAQ:TTWO
NYSE:DASH
NYSE:FDX
AMEX:METV
NASDAQ:MRVI
NASDAQ:PARA
AMEX:GDX
NYSE:CX
AMEX:EFIV
NASDAQ:Z
NYSE:SCHW
AMEX:UBOT
AMEX:TAN
NYSE:AAP
NASDAQ:APP
NYSE:DVN
NYSE:HES
NYSE:MSCI
NYSE:NU
NYSE:UNH
NASDAQ:VIR
NASDAQ:BZUN
NASDAQ:DRRX
NYSE:KMI
NYSE:NEM
NYSE:O
NYSE:DDD
NYSE:ALK
NASDAQ:CRMD
NYSE:GE
NYSE:NOV
AMEX:SVXY
NASDAQ:TXN
NASDAQ:KHC
NASDAQ:VOD
NASDAQ:AMLI
NYSE:HPQ
NYSE:M
AMEX:SENS
NYSE:AG
NYSE:HAL
NASDAQ:API
NASDAQ:ASML
NASDAQ:BIIB
NYSE:NRGV
NYSE:MRK
NYSE:NEE
NYSE:RCL
AMEX:GLD
NASDAQ:SNDL
NYSE:UA
NYSE:AA
NASDAQ:BOTZ
NYSE:MPW
NASDAQ:UAL
NYSE:FSLY
NASDAQ:FTCI
NASDAQ:NWL
NASDAQ:ZLAB
NASDAQ:DOMO
NYSE:GS
NYSE:HD
NYSE:LUMN
NASDAQ:QRTEA
NYSE:TAL
AMEX:VYM
NASDAQ:ARDX
NYSE:BE
NASDAQ:JBLU
NYSE:MA
NASDAQ:ULTA
NYSE:RCUS
NYSE:KEY
NASDAQ:ON
NYSE:OSCR
NYSE:SM
NASDAQ:SMH
NYSE:COMP
NASDAQ:FLNC
NYSE:GD
NYSE:HUM
NASDAQ:ICLN
AMEX:SDOW
NYSE:DT
NASDAQ:OTLY
NYSE:USB
NYSE:VTLE
NYSE:CPE
NYSE:GGB
AMEX:IWM
NYSE:LEN
NASDAQ:LOVE
NASDAQ:MAR
NASDAQ:NAAS
NYSE:PG
NYSE:RIG
NYSE:URI
NYSE:FRC.B
NASDAQ:MCHP
AMEX:UWM
NASDAQ:COCO
AMEX:JETS
NASDAQ:AGNC
NASDAQ:BMBL
AMEX:LIT
NASDAQ:GPRO
NASDAQ:MNST
NYSE:MOS
AMEX:NAK
NYSE:RVLV
NASDAQ:SIRI
NYSE:YPF
NASDAQ:AMGN
NYSE:ANET
NYSE:CNC
NYSE:CDE
NASDAQ:DHC
NYSE:JKS
AMEX:XLY
NYSE:COTY
AMEX:NUGT
NASDAQ:DBX
NYSE:LLY
NYSE:GNRC
NASDAQ:PEY
AMEX:NRGU
NASDAQ:OKTA
NYSE:DG
NASDAQ:GFS
NASDAQ:MNMD
NASDAQ:NIU
NYSE:SWN
NASDAQ:ASRT
NASDAQ:CMCSA
NASDAQ:CVAC
NYSE:DQ
NASDAQ:GDS
NYSE:HOG
NASDAQ:HROW
NYSE:NBR
NYSE:PII
AMEX:XLK
NYSE:X
NYSE:MO
NYSE:CNI
NASDAQ:CLNE
NASDAQ:BASE
NASDAQ:DISH
NASDAQ:FOSL
NASDAQ:HCP
NYSE:INFY
NYSE:PRGO
NYSE:TRP
NYSE:TECK
NYSE:UAA
NASDAQ:AHCO
NASDAQ:TEAM
NYSE:GOLD
NYSE:HMY
NYSE:NVS
NASDAQ:ORLY
NASDAQ:OLPX
NYSE:PGR
AMEX:USO
NASDAQ:ZI
NASDAQ:AKYA
NASDAQ:AMAT
NASDAQ:AZN
NYSE:BILL
AMEX:FAS
AMEX:XLE
AMEX:FAN
NYSE:HLF
AMEX:PBD
NYSE:LTC
NASDAQ:MTCH
AMEX:UDOW
NASDAQ:SEDG
NYSE:STAG
NYSE:UPS
NASDAQ:FLWS
NASDAQ:AKTS
NASDAQ:APPN
NASDAQ:CAR
NYSE:BHP
NASDAQ:BKCC
NYSE:BMY
NASDAQ:CFLT
NASDAQ:EVBG
NASDAQ:GILD
NYSE:LNC
NASDAQ:LULU
NASDAQ:PTEN
NYSE:TEVA
AMEX:PPLT
NASDAQ:AMEH
NYSE:CNQ
NASDAQ:COST
NYSE:COUR
NASDAQ:EXAS
NYSE:BEN
NYSE:HSY
NASDAQ:HRZN
NASDAQ:PI
AMEX:FXI
AMEX:IVV
NASDAQ:ACWI
NASDAQ:MNDY
NYSE:PSFE
AMEX:SH
AMEX:XOP
NASDAQ:SNPS
NASDAQ:TROW
NYSE:BARK
NYSE:VNO
NYSE:ANF
